Product_Name,Price_Cleaned,Rating_Numeric,Product_Name_Upper,Product_Name_Lower,Product_ID
A Brush of Wings (Angels Walking #3),55.51,1,A BRUSH OF WINGS (ANGELS WALKING #3),a brush of wings (angels walking #3),PROD1349
1491: New Revelations of the Americas Before Columbus,21.8,3,1491: NEW REVELATIONS OF THE AMERICAS BEFORE COLUMBUS,1491: new revelations of the americas before columbus,PROD1350
"The Three Searches, Meaning, and the Story",13.33,3,"THE THREE SEARCHES, MEANING, AND THE STORY","the three searches, meaning, and the story",PROD1351
Searching for Meaning in Gailana,38.73,1,SEARCHING FOR MEANING IN GAILANA,searching for meaning in gailana,PROD1352
Rook,37.86,4,ROOK,rook,PROD1353
My Kitchen Year: 136 Recipes That Saved My Life,11.53,2,MY KITCHEN YEAR: 136 RECIPES THAT SAVED MY LIFE,my kitchen year: 136 recipes that saved my life,PROD1354
13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,1,13 HOURS: THE INSIDE ACCOUNT OF WHAT REALLY HAPPENED IN BENGHAZI,13 hours: the inside account of what really happened in benghazi,PROD1355
Will You Won't You Want Me?,13.86,3,WILL YOU WON'T YOU WANT ME?,will you won't you want me?,PROD1356
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,1,TIPPING POINT FOR PLANET EARTH: HOW CLOSE ARE WE TO THE EDGE?,tipping point for planet earth: how close are we to the edge?,PROD1357
The Star-Touched Queen,32.3,5,THE STAR-TOUCHED QUEEN,the star-touched queen,PROD1358
The Silent Sister (Riley MacPherson #1),46.29,5,THE SILENT SISTER (RILEY MACPHERSON #1),the silent sister (riley macpherson #1),PROD1359
The Midnight Watch: A Novel of the Titanic and the Californian,26.2,1,THE MIDNIGHT WATCH: A NOVEL OF THE TITANIC AND THE CALIFORNIAN,the midnight watch: a novel of the titanic and the californian,PROD1360
The Lonely City: Adventures in the Art of Being Alone,33.26,2,THE LONELY CITY: ADVENTURES IN THE ART OF BEING ALONE,the lonely city: adventures in the art of being alone,PROD1361
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,4,THE GRAY RHINO: HOW TO RECOGNIZE AND ACT ON THE OBVIOUS DANGERS WE IGNORE,the gray rhino: how to recognize and act on the obvious dangers we ignore,PROD1362
The Golden Condom: And Other Essays on Love Lost and Found,39.43,1,THE GOLDEN CONDOM: AND OTHER ESSAYS ON LOVE LOST AND FOUND,the golden condom: and other essays on love lost and found,PROD1363
The Epidemic (The Program 0.6),14.44,5,THE EPIDEMIC (THE PROGRAM 0.6),the epidemic (the program 0.6),PROD1364
The Dinner Party,56.54,2,THE DINNER PARTY,the dinner party,PROD1365
The Diary of a Young Girl,59.9,3,THE DIARY OF A YOUNG GIRL,the diary of a young girl,PROD1366
The Children,11.88,3,THE CHILDREN,the children,PROD1367
Stars Above (The Lunar Chronicles #4.5),48.05,2,STARS ABOVE (THE LUNAR CHRONICLES #4.5),stars above (the lunar chronicles #4.5),PROD1368
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,3,SNATCHED: HOW A DRUG QUEEN WENT UNDERCOVER FOR THE DEA AND WAS KIDNAPPED BY COLOMBIAN GUERILLAS,snatched: how a drug queen went undercover for the dea and was kidnapped by colombian guerillas,PROD1369
Raspberry Pi Electronics Projects for the Evil Genius,49.67,4,RASPBERRY PI ELECTRONICS PROJECTS FOR THE EVIL GENIUS,raspberry pi electronics projects for the evil genius,PROD1370
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,1,QUENCH YOUR OWN THIRST: BUSINESS LESSONS LEARNED OVER A BEER OR TWO,quench your own thirst: business lessons learned over a beer or two,PROD1371
Psycho: Sanitarium (Psycho #1.5),36.97,5,PSYCHO: SANITARIUM (PSYCHO #1.5),psycho: sanitarium (psycho #1.5),PROD1372
Poisonous (Max Revere Novels #3),26.8,3,POISONOUS (MAX REVERE NOVELS #3),poisonous (max revere novels #3),PROD1373
One with You (Crossfire #5),15.71,4,ONE WITH YOU (CROSSFIRE #5),one with you (crossfire #5),PROD1374
No Love Allowed (Dodge Cove #1),54.65,4,NO LOVE ALLOWED (DODGE COVE #1),no love allowed (dodge cove #1),PROD1375
Murder at the 42nd Street Library (Raymond Ambler #1),54.36,4,MURDER AT THE 42ND STREET LIBRARY (RAYMOND AMBLER #1),murder at the 42nd street library (raymond ambler #1),PROD1376
Most Wanted,35.28,3,MOST WANTED,most wanted,PROD1377
"Love, Lies and Spies",20.55,2,"LOVE, LIES AND SPIES","love, lies and spies",PROD1378
How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,5,HOW TO SPEAK GOLF: AN ILLUSTRATED GUIDE TO LINKS LINGO,how to speak golf: an illustrated guide to links lingo,PROD1379
Hide Away (Eve Duncan #20),11.84,1,HIDE AWAY (EVE DUNCAN #20),hide away (eve duncan #20),PROD1380
Furiously Happy: A Funny Book About Horrible Things,41.46,4,FURIOUSLY HAPPY: A FUNNY BOOK ABOUT HORRIBLE THINGS,furiously happy: a funny book about horrible things,PROD1381
Everyday Italian: 125 Simple and Delicious Recipes,20.1,5,EVERYDAY ITALIAN: 125 SIMPLE AND DELICIOUS RECIPES,everyday italian: 125 simple and delicious recipes,PROD1382
Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,1,EQUAL IS UNFAIR: AMERICA'S MISGUIDED FIGHT AGAINST INCOME INEQUALITY,equal is unfair: america's misguided fight against income inequality,PROD1383
Eleanor & Park,56.51,5,ELEANOR & PARK,eleanor & park,PROD1384
Dirty (Dive Bar #1),40.83,4,DIRTY (DIVE BAR #1),dirty (dive bar #1),PROD1385
Can You Keep a Secret? (Fear Street Relaunch #4),48.64,1,CAN YOU KEEP A SECRET? (FEAR STREET RELAUNCH #4),can you keep a secret? (fear street relaunch #4),PROD1386
Boar Island (Anna Pigeon #19),59.48,3,BOAR ISLAND (ANNA PIGEON #19),boar island (anna pigeon #19),PROD1387
A Paris Apartment,39.01,4,A PARIS APARTMENT,a paris apartment,PROD1388
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,1,"A LA MODE: 120 RECIPES IN 60 PAIRINGS: PIES, TARTS, CAKES, CRISPS, AND MORE TOPPED WITH ICE CREAM, GELATO, FROZEN CUSTARD, AND MORE","a la mode: 120 recipes in 60 pairings: pies, tarts, cakes, crisps, and more topped with ice cream, gelato, frozen custard, and more",PROD1389
Troublemaker: Surviving Hollywood and Scientology,48.39,2,TROUBLEMAKER: SURVIVING HOLLYWOOD AND SCIENTOLOGY,troublemaker: surviving hollywood and scientology,PROD1390
The Widow,27.26,2,THE WIDOW,the widow,PROD1391
"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,4,"THE SLEEP REVOLUTION: TRANSFORMING YOUR LIFE, ONE NIGHT AT A TIME","the sleep revolution: transforming your life, one night at a time",PROD1392
The Improbability of Love,59.45,1,THE IMPROBABILITY OF LOVE,the improbability of love,PROD1393
The Art of Startup Fundraising,21.0,3,THE ART OF STARTUP FUNDRAISING,the art of startup fundraising,PROD1394
Take Me Home Tonight (Rock Star Romance #3),53.98,3,TAKE ME HOME TONIGHT (ROCK STAR ROMANCE #3),take me home tonight (rock star romance #3),PROD1395
Sleeping Giants (Themis Files #1),48.74,1,SLEEPING GIANTS (THEMIS FILES #1),sleeping giants (themis files #1),PROD1396
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,2,"SETTING THE WORLD ON FIRE: THE BRIEF, ASTONISHING LIFE OF ST. CATHERINE OF SIENA","setting the world on fire: the brief, astonishing life of st. catherine of siena",PROD1397
Playing with Fire,13.71,3,PLAYING WITH FIRE,playing with fire,PROD1398
Off the Hook (Fishing for Trouble #1),47.67,3,OFF THE HOOK (FISHING FOR TROUBLE #1),off the hook (fishing for trouble #1),PROD1399
Mothering Sunday,13.34,2,MOTHERING SUNDAY,mothering sunday,PROD1400
"Mother, Can You Not?",16.89,5,"MOTHER, CAN YOU NOT?","mother, can you not?",PROD1401
M Train,27.18,1,M TRAIN,m train,PROD1402
Lilac Girls,17.28,2,LILAC GIRLS,lilac girls,PROD1403
Lies and Other Acts of Love,45.14,1,LIES AND OTHER ACTS OF LOVE,lies and other acts of love,PROD1404
Lab Girl,40.85,1,LAB GIRL,lab girl,PROD1405
Keep Me Posted,20.46,4,KEEP ME POSTED,keep me posted,PROD1406
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,3,IT DIDN'T START WITH YOU: HOW INHERITED FAMILY TRAUMA SHAPES WHO WE ARE AND HOW TO END THE CYCLE,it didn't start with you: how inherited family trauma shapes who we are and how to end the cycle,PROD1407
Grey (Fifty Shades #4),48.49,4,GREY (FIFTY SHADES #4),grey (fifty shades #4),PROD1408
"Exit, Pursued by a Bear",51.34,4,"EXIT, PURSUED BY A BEAR","exit, pursued by a bear",PROD1409
Daredevils,16.34,3,DAREDEVILS,daredevils,PROD1410
Cravings: Recipes for What You Want to Eat,20.5,3,CRAVINGS: RECIPES FOR WHAT YOU WANT TO EAT,cravings: recipes for what you want to eat,PROD1411
Born for This: How to Find the Work You Were Meant to Do,21.59,5,BORN FOR THIS: HOW TO FIND THE WORK YOU WERE MEANT TO DO,born for this: how to find the work you were meant to do,PROD1412
Arena,21.36,4,ARENA,arena,PROD1413
Adultery,20.88,5,ADULTERY,adultery,PROD1414
A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,3,A MOTHER'S RECKONING: LIVING IN THE AFTERMATH OF TRAGEDY,a mother's reckoning: living in the aftermath of tragedy,PROD1415
A Gentleman's Position (Society of Gentlemen #3),14.75,5,A GENTLEMAN'S POSITION (SOCIETY OF GENTLEMEN #3),a gentleman's position (society of gentlemen #3),PROD1416
11/22/63,48.48,3,11/22/63,11/22/63,PROD1417
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,2,"10% HAPPIER: HOW I TAMED THE VOICE IN MY HEAD, REDUCED STRESS WITHOUT LOSING MY EDGE, AND FOUND SELF-HELP THAT ACTUALLY WORKS","10% happier: how i tamed the voice in my head, reduced stress without losing my edge, and found self-help that actually works",PROD1418
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,5,10-DAY GREEN SMOOTHIE CLEANSE: LOSE UP TO 15 POUNDS IN 10 DAYS!,10-day green smoothie cleanse: lose up to 15 pounds in 10 days!,PROD1419
Without Shame,48.27,5,WITHOUT SHAME,without shame,PROD1420
Watchmen,58.05,4,WATCHMEN,watchmen,PROD1421
Unlimited Intuition Now,58.87,4,UNLIMITED INTUITION NOW,unlimited intuition now,PROD1422
Underlying Notes,11.82,2,UNDERLYING NOTES,underlying notes,PROD1423
The Shack,28.03,1,THE SHACK,the shack,PROD1424
The New Brand You: Your New Image Makes the Sale for You,44.05,5,THE NEW BRAND YOU: YOUR NEW IMAGE MAKES THE SALE FOR YOU,the new brand you: your new image makes the sale for you,PROD1425
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,4,"THE MOOSEWOOD COOKBOOK: RECIPES FROM MOOSEWOOD RESTAURANT, ITHACA, NEW YORK","the moosewood cookbook: recipes from moosewood restaurant, ithaca, new york",PROD1426
The Flowers Lied,16.68,2,THE FLOWERS LIED,the flowers lied,PROD1427
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,1,"THE FABRIC OF THE COSMOS: SPACE, TIME, AND THE TEXTURE OF REALITY","the fabric of the cosmos: space, time, and the texture of reality",PROD1428
The Book of Mormon,24.57,3,THE BOOK OF MORMON,the book of mormon,PROD1429
The Art and Science of Low Carbohydrate Living,52.98,5,THE ART AND SCIENCE OF LOW CARBOHYDRATE LIVING,the art and science of low carbohydrate living,PROD1430
The Alien Club,54.4,1,THE ALIEN CLUB,the alien club,PROD1431
Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,5,SUZIE SNOWFLAKE: ONE BEAUTIFUL FLAKE (A SELF-ESTEEM STORY),suzie snowflake: one beautiful flake (a self-esteem story),PROD1432
Nap-a-Roo,25.08,1,NAP-A-ROO,nap-a-roo,PROD1433
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,4,"NANO WHAT NOW? FINDING YOUR EDITING PROCESS, REVISING YOUR NANOWRIMO BOOK AND BUILDING A WRITING CAREER THROUGH PUBLISHING AND BEYOND","nano what now? finding your editing process, revising your nanowrimo book and building a writing career through publishing and beyond",PROD1434
Modern Day Fables,47.44,2,MODERN DAY FABLES,modern day fables,PROD1435
If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,1,IF I GAVE YOU GOD'S PHONE NUMBER....: SEARCHING FOR SPIRITUALITY IN AMERICA,if i gave you god's phone number....: searching for spirituality in america,PROD1436
"Fruits Basket, Vol. 9 (Fruits Basket #9)",33.95,4,"FRUITS BASKET, VOL. 9 (FRUITS BASKET #9)","fruits basket, vol. 9 (fruits basket #9)",PROD1437
Dress Your Family in Corduroy and Denim,43.68,3,DRESS YOUR FAMILY IN CORDUROY AND DENIM,dress your family in corduroy and denim,PROD1438
Don't Forget Steven,33.23,1,DON'T FORGET STEVEN,don't forget steven,PROD1439
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,2,CHERNOBYL 01:23:40: THE INCREDIBLE TRUE STORY OF THE WORLD'S WORST NUCLEAR DISASTER,chernobyl 01:23:40: the incredible true story of the world's worst nuclear disaster,PROD1440
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,4,ART AND FEAR: OBSERVATIONS ON THE PERILS (AND REWARDS) OF ARTMAKING,art and fear: observations on the perils (and rewards) of artmaking,PROD1441
A Shard of Ice (The Black Symphony Saga #1),56.63,3,A SHARD OF ICE (THE BLACK SYMPHONY SAGA #1),a shard of ice (the black symphony saga #1),PROD1442
A Hero's Curse (The Unseen Chronicles #1),50.49,3,A HERO'S CURSE (THE UNSEEN CHRONICLES #1),a hero's curse (the unseen chronicles #1),PROD1443
23 Degrees South: A Tropical Tale of Changing Whether...,35.79,2,23 DEGREES SOUTH: A TROPICAL TALE OF CHANGING WHETHER...,23 degrees south: a tropical tale of changing whether...,PROD1444
"Zero to One: Notes on Startups, or How to Build the Future",34.06,3,"ZERO TO ONE: NOTES ON STARTUPS, OR HOW TO BUILD THE FUTURE","zero to one: notes on startups, or how to build the future",PROD1445
Why Not Me?,17.76,1,WHY NOT ME?,why not me?,PROD1446
When Breath Becomes Air,39.36,2,WHEN BREATH BECOMES AIR,when breath becomes air,PROD1447
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,VAGABONDING: AN UNCOMMON GUIDE TO THE ART OF LONG-TERM WORLD TRAVEL,vagabonding: an uncommon guide to the art of long-term world travel,PROD1448
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,5,THE UNLIKELY PILGRIMAGE OF HAROLD FRY (HAROLD FRY #1),the unlikely pilgrimage of harold fry (harold fry #1),PROD1449
The New Drawing on the Right Side of the Brain,43.02,3,THE NEW DRAWING ON THE RIGHT SIDE OF THE BRAIN,the new drawing on the right side of the brain,PROD1450
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,4,"THE MIDNIGHT ASSASSIN: PANIC, SCANDAL, AND THE HUNT FOR AMERICA'S FIRST SERIAL KILLER","the midnight assassin: panic, scandal, and the hunt for america's first serial killer",PROD1451
The Martian (The Martian #1),41.39,2,THE MARTIAN (THE MARTIAN #1),the martian (the martian #1),PROD1452
The High Mountains of Portugal,51.15,1,THE HIGH MOUNTAINS OF PORTUGAL,the high mountains of portugal,PROD1453
The Grownup,35.88,1,THE GROWNUP,the grownup,PROD1454
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,1,THE E-MYTH REVISITED: WHY MOST SMALL BUSINESSES DON'T WORK AND WHAT TO DO ABOUT IT,the e-myth revisited: why most small businesses don't work and what to do about it,PROD1455
South of Sunshine,28.93,1,SOUTH OF SUNSHINE,south of sunshine,PROD1456
Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,5,SMARTER FASTER BETTER: THE SECRETS OF BEING PRODUCTIVE IN LIFE AND BUSINESS,smarter faster better: the secrets of being productive in life and business,PROD1457
Silence in the Dark (Logan Point #4),58.33,3,SILENCE IN THE DARK (LOGAN POINT #4),silence in the dark (logan point #4),PROD1458
Shadows of the Past (Logan Point #1),39.67,5,SHADOWS OF THE PAST (LOGAN POINT #1),shadows of the past (logan point #1),PROD1459
Roller Girl,14.1,5,ROLLER GIRL,roller girl,PROD1460
Rising Strong,21.82,3,RISING STRONG,rising strong,PROD1461
Proofs of God: Classical Arguments from Tertullian to Barth,54.21,1,PROOFS OF GOD: CLASSICAL ARGUMENTS FROM TERTULLIAN TO BARTH,proofs of god: classical arguments from tertullian to barth,PROD1462
Please Kill Me: The Uncensored Oral History of Punk,31.19,4,PLEASE KILL ME: THE UNCENSORED ORAL HISTORY OF PUNK,please kill me: the uncensored oral history of punk,PROD1463
Out of Print: City Lights Spotlight No. 14,53.64,5,OUT OF PRINT: CITY LIGHTS SPOTLIGHT NO. 14,out of print: city lights spotlight no. 14,PROD1464
My Life Next Door (My Life Next Door ),36.39,5,MY LIFE NEXT DOOR (MY LIFE NEXT DOOR ),my life next door (my life next door ),PROD1465
Miller's Valley,58.54,2,MILLER'S VALLEY,miller's valley,PROD1466
Man's Search for Meaning,29.48,3,MAN'S SEARCH FOR MEANING,man's search for meaning,PROD1467
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,2,"LOVE THAT BOY: WHAT TWO PRESIDENTS, EIGHT ROAD TRIPS, AND MY SON TAUGHT ME ABOUT A PARENT'S EXPECTATIONS","love that boy: what two presidents, eight road trips, and my son taught me about a parent's expectations",PROD1468
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,3,LIVING FORWARD: A PROVEN PLAN TO STOP DRIFTING AND GET THE LIFE YOU WANT,living forward: a proven plan to stop drifting and get the life you want,PROD1469
Les Fleurs du Mal,29.04,5,LES FLEURS DU MAL,les fleurs du mal,PROD1470
Left Behind (Left Behind #1),40.72,2,LEFT BEHIND (LEFT BEHIND #1),left behind (left behind #1),PROD1471
Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,5,KILL 'EM AND LEAVE: SEARCHING FOR JAMES BROWN AND THE AMERICAN SOUL,kill 'em and leave: searching for james brown and the american soul,PROD1472
Kierkegaard: A Christian Missionary to Christians,47.13,1,KIERKEGAARD: A CHRISTIAN MISSIONARY TO CHRISTIANS,kierkegaard: a christian missionary to christians,PROD1473
John Vassos: Industrial Design for Modern Life,20.22,4,JOHN VASSOS: INDUSTRIAL DESIGN FOR MODERN LIFE,john vassos: industrial design for modern life,PROD1474
I'll Give You the Sun,56.48,1,I'LL GIVE YOU THE SUN,i'll give you the sun,PROD1475
I Will Find You,44.21,1,I WILL FIND YOU,i will find you,PROD1476
Hystopia: A Novel,21.96,4,HYSTOPIA: A NOVEL,hystopia: a novel,PROD1477
Howl and Other Poems,40.45,2,HOWL AND OTHER POEMS,howl and other poems,PROD1478
History of Beauty,10.29,4,HISTORY OF BEAUTY,history of beauty,PROD1479
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,2,HEAVEN IS FOR REAL: A LITTLE BOY'S ASTOUNDING STORY OF HIS TRIP TO HEAVEN AND BACK,heaven is for real: a little boy's astounding story of his trip to heaven and back,PROD1480
Future Shock (Future Shock #1),55.65,5,FUTURE SHOCK (FUTURE SHOCK #1),future shock (future shock #1),PROD1481
Ender's Game (The Ender Quintet #1),43.64,1,ENDER'S GAME (THE ENDER QUINTET #1),ender's game (the ender quintet #1),PROD1482
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,1,DIARY OF A CITIZEN SCIENTIST: CHASING TIGER BEETLES AND OTHER NEW WAYS OF ENGAGING THE WORLD,diary of a citizen scientist: chasing tiger beetles and other new ways of engaging the world,PROD1483
Death by Leisure: A Cautionary Tale,37.51,4,DEATH BY LEISURE: A CAUTIONARY TALE,death by leisure: a cautionary tale,PROD1484
Brilliant Beacons: A History of the American Lighthouse,11.45,3,BRILLIANT BEACONS: A HISTORY OF THE AMERICAN LIGHTHOUSE,brilliant beacons: a history of the american lighthouse,PROD1485
Brazen: The Courage to Find the You That's Been Hiding,19.22,2,BRAZEN: THE COURAGE TO FIND THE YOU THAT'S BEEN HIDING,brazen: the courage to find the you that's been hiding,PROD1486
Between the World and Me,56.91,4,BETWEEN THE WORLD AND ME,between the world and me,PROD1487
Being Mortal: Medicine and What Matters in the End,55.06,4,BEING MORTAL: MEDICINE AND WHAT MATTERS IN THE END,being mortal: medicine and what matters in the end,PROD1488
"A Murder Over a Girl: Justice, Gender, Junior High",13.2,3,"A MURDER OVER A GIRL: JUSTICE, GENDER, JUNIOR HIGH","a murder over a girl: justice, gender, junior high",PROD1489
32 Yolks,53.63,2,32 YOLKS,32 yolks,PROD1490
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,"""MOST BLESSED OF THE PATRIARCHS"": THOMAS JEFFERSON AND THE EMPIRE OF THE IMAGINATION","""most blessed of the patriarchs"": thomas jefferson and the empire of the imagination",PROD1491
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,3,YOU ARE A BADASS: HOW TO STOP DOUBTING YOUR GREATNESS AND START LIVING AN AWESOME LIFE,you are a badass: how to stop doubting your greatness and start living an awesome life,PROD1492
Wildlife of New York: A Five-Borough Coloring Book,22.14,2,WILDLIFE OF NEW YORK: A FIVE-BOROUGH COLORING BOOK,wildlife of new york: a five-borough coloring book,PROD1493
What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,WHAT HAPPENED ON BEALE STREET (SECRETS OF THE SOUTH MYSTERIES #2),what happened on beale street (secrets of the south mysteries #2),PROD1494
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,2,UNREASONABLE HOPE: FINDING FAITH IN THE GOD WHO BRINGS PURPOSE TO YOUR PAIN,unreasonable hope: finding faith in the god who brings purpose to your pain,PROD1495
Under the Tuscan Sun,37.33,3,UNDER THE TUSCAN SUN,under the tuscan sun,PROD1496
Toddlers Are A**holes: It's Not Your Fault,25.55,1,TODDLERS ARE A**HOLES: IT'S NOT YOUR FAULT,toddlers are a**holes: it's not your fault,PROD1497
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,1,THE YEAR OF LIVING BIBLICALLY: ONE MAN'S HUMBLE QUEST TO FOLLOW THE BIBLE AS LITERALLY AS POSSIBLE,the year of living biblically: one man's humble quest to follow the bible as literally as possible,PROD1498
The Whale,35.96,4,THE WHALE,the whale,PROD1499
The Story of Art,41.14,4,THE STORY OF ART,the story of art,PROD1500
The Origin of Species,10.01,4,THE ORIGIN OF SPECIES,the origin of species,PROD1501
The Great Gatsby,36.05,4,THE GREAT GATSBY,the great gatsby,PROD1502
The Good Girl,49.03,3,THE GOOD GIRL,the good girl,PROD1503
The Glass Castle,16.24,1,THE GLASS CASTLE,the glass castle,PROD1504
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,1,THE FAITH OF CHRISTOPHER HITCHENS: THE RESTLESS SOUL OF THE WORLD'S MOST NOTORIOUS ATHEIST,the faith of christopher hitchens: the restless soul of the world's most notorious atheist,PROD1505
The Drowning Girls,35.67,3,THE DROWNING GIRLS,the drowning girls,PROD1506
The Constant Princess (The Tudor Court #1),16.62,3,THE CONSTANT PRINCESS (THE TUDOR COURT #1),the constant princess (the tudor court #1),PROD1507
The Bourne Identity (Jason Bourne #1),42.78,4,THE BOURNE IDENTITY (JASON BOURNE #1),the bourne identity (jason bourne #1),PROD1508
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,THE BACHELOR GIRL'S GUIDE TO MURDER (HERRINGFORD AND WATTS MYSTERIES #1),the bachelor girl's guide to murder (herringford and watts mysteries #1),PROD1509
The Art Book,32.34,2,THE ART BOOK,the art book,PROD1510
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,4,THE 7 HABITS OF HIGHLY EFFECTIVE PEOPLE: POWERFUL LESSONS IN PERSONAL CHANGE,the 7 habits of highly effective people: powerful lessons in personal change,PROD1511
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,5,TEAM OF RIVALS: THE POLITICAL GENIUS OF ABRAHAM LINCOLN,team of rivals: the political genius of abraham lincoln,PROD1512
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,2,STEAL LIKE AN ARTIST: 10 THINGS NOBODY TOLD YOU ABOUT BEING CREATIVE,steal like an artist: 10 things nobody told you about being creative,PROD1513
"Sit, Stay, Love",20.9,3,"SIT, STAY, LOVE","sit, stay, love",PROD1514
Sister Dear,40.2,4,SISTER DEAR,sister dear,PROD1515
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,"SHRUNKEN TREASURES: LITERARY CLASSICS, SHORT, SWEET, AND SILLY","shrunken treasures: literary classics, short, sweet, and silly",PROD1516
"Rich Dad, Poor Dad",51.74,1,"RICH DAD, POOR DAD","rich dad, poor dad",PROD1517
Raymie Nightingale,34.41,2,RAYMIE NIGHTINGALE,raymie nightingale,PROD1518
Playing from the Heart,32.38,1,PLAYING FROM THE HEART,playing from the heart,PROD1519
Nightstruck: A Novel,50.35,4,NIGHTSTRUCK: A NOVEL,nightstruck: a novel,PROD1520
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,5,"NATURALLY LEAN: 125 NOURISHING GLUTEN-FREE, PLANT-BASED RECIPES--ALL UNDER 300 CALORIES","naturally lean: 125 nourishing gluten-free, plant-based recipes--all under 300 calories",PROD1521
Meternity,43.58,3,METERNITY,meternity,PROD1522
Memoirs of a Geisha,49.67,3,MEMOIRS OF A GEISHA,memoirs of a geisha,PROD1523
Like Never Before (Walker Family #2),28.77,2,LIKE NEVER BEFORE (WALKER FAMILY #2),like never before (walker family #2),PROD1524
Life of Pi,13.22,4,LIFE OF PI,life of pi,PROD1525
Leave This Song Behind: Teen Poetry at Its Best,51.17,5,LEAVE THIS SONG BEHIND: TEEN POETRY AT ITS BEST,leave this song behind: teen poetry at its best,PROD1526
King's Folly (The Kinsman Chronicles #1),39.61,5,KING'S FOLLY (THE KINSMAN CHRONICLES #1),king's folly (the kinsman chronicles #1),PROD1527
John Adams,57.43,4,JOHN ADAMS,john adams,PROD1528
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,4,HOW TO COOK EVERYTHING VEGETARIAN: SIMPLE MEATLESS RECIPES FOR GREAT FOOD (HOW TO COOK EVERYTHING),how to cook everything vegetarian: simple meatless recipes for great food (how to cook everything),PROD1529
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,2,HOW TO BE A DOMESTIC GODDESS: BAKING AND THE ART OF COMFORT COOKING,how to be a domestic goddess: baking and the art of comfort cooking,PROD1530
Good in Bed (Cannie Shapiro #1),37.05,5,GOOD IN BED (CANNIE SHAPIRO #1),good in bed (cannie shapiro #1),PROD1531
"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,1,"FRUITS BASKET, VOL. 7 (FRUITS BASKET #7)","fruits basket, vol. 7 (fruits basket #7)",PROD1532
